Age,Cabin,Embarked,Fare,Name,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Ticket,FamilySize,Title
36,,0,17.4,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",0,560,3,1,1,1,345572,2,3
32.25215146,,2,7.75,"Morrow, Mr. Thomas Rowan",0,561,3,0,0,0,372622,1,1
40,,0,7.8958,"Sivic, Mr. Husein",0,562,3,0,0,0,349251,1,1
28,,0,13.5,"Norman, Mr. Robert Douglas",0,563,2,0,0,0,218629,1,1
32.25215146,,0,8.05,"Simmons, Mr. John",0,564,3,0,0,0,SOTON/OQ 392082,1,1
21.7742381,,0,8.05,"Meanwell, Miss. (Marion Ogden)",0,565,3,1,0,0,SOTON/O.Q. 392087,1,2
24,,0,24.15,"Davies, Mr. Alfred J",0,566,3,0,2,0,A/4 48871,3,1
19,,0,7.8958,"Stoytcheff, Mr. Ilia",0,567,3,0,0,0,349205,1,1
29,,0,21.075,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",4,568,3,1,0,0,349909,5,3
32.25215146,,1,7.2292,"Doharr, Mr. Tannous",0,569,3,0,0,0,2686,1,1
32,,0,7.8542,"Jonsson, Mr. Carl",0,570,3,0,0,1,350417,1,1
62,,0,10.5,"Harris, Mr. George",0,571,2,0,0,1,S.W./PP 752,1,1
53,C101,0,51.4792,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",0,572,1,1,2,1,11769,3,3
36,E25,0,26.3875,"Flynn, Mr. John Irwin (""Irving"")",0,573,1,0,0,1,PC 17474,1,1
21.7742381,,2,7.75,"Kelly, Miss. Mary",0,574,3,1,0,1,14312,1,2
16,,0,8.05,"Rush, Mr. Alfred George John",0,575,3,0,0,0,A/4. 20589,1,1
19,,0,14.5,"Patchett, Mr. George",0,576,3,0,0,0,358585,1,1
34,,0,13,"Garside, Miss. Ethel",0,577,2,1,0,1,243880,1,2
39,E44,0,55.9,"Silvey, Mrs. William Baird (Alice Munger)",0,578,1,1,1,1,13507,2,3
36.99411765,,1,14.4583,"Caram, Mrs. Joseph (Maria Elias)",0,579,3,1,1,0,2689,2,3
32,,0,7.925,"Jussila, Mr. Eiriik",0,580,3,0,0,1,STON/O 2. 3101286,1,1
25,,0,30,"Christy, Miss. Julie Rachel",1,581,2,1,1,1,237789,3,2
39,C68,1,110.8833,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,582,1,1,1,1,17421,3,3
54,,0,26,"Downton, Mr. William James",0,583,2,0,0,0,28403,1,1
36,A10,1,40.125,"Ross, Mr. John Hugo",0,584,1,0,0,0,13049,1,1
32.25215146,,1,8.7125,"Paulner, Mr. Uscher",0,585,3,0,0,0,3411,1,1
18,E68,0,79.65,"Taussig, Miss. Ruth",2,586,1,1,0,1,110413,3,2
47,,0,15,"Jarvis, Mr. John Denzil",0,587,2,0,0,0,237565,1,1
60,B41,1,79.2,"Frolicher-Stehli, Mr. Maxmillian",1,588,1,0,1,1,13567,3,1
22,,0,8.05,"Gilinski, Mr. Eliezer",0,589,3,0,0,0,14973,1,1
32.25215146,,0,8.05,"Murdlin, Mr. Joseph",0,590,3,0,0,0,A./5. 3235,1,1
35,,0,7.125,"Rintamaki, Mr. Matti",0,591,3,0,0,0,STON/O 2. 3101273,1,1
52,D20,1,78.2667,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",0,592,1,1,1,1,36947,2,3
47,,0,7.25,"Elsbury, Mr. William James",0,593,3,0,0,0,A/5 3902,1,1
21.7742381,,2,7.75,"Bourke, Miss. Mary",2,594,3,1,0,0,364848,3,2
37,,0,26,"Chapman, Mr. John Henry",0,595,2,0,1,0,SC/AH 29037,2,1
36,,0,24.15,"Van Impe, Mr. Jean Baptiste",1,596,3,0,1,0,345773,3,1
21.7742381,,0,33,"Leitch, Miss. Jessie Wills",0,597,2,1,0,1,248727,1,2
49,,0,0,"Johnson, Mr. Alfred",0,598,3,0,0,0,LINE,1,1
32.25215146,,1,7.225,"Boulos, Mr. Hanna",0,599,3,0,0,0,2664,1,1
49,A20,1,56.9292,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0,600,1,0,1,1,PC 17485,2,7
24,,0,27,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,601,2,1,2,1,243847,4,3
32.25215146,,0,7.8958,"Slabenoff, Mr. Petco",0,602,3,0,0,0,349214,1,1
32.25215146,,0,42.4,"Harrington, Mr. Charles H",0,603,1,0,0,0,113796,1,1
44,,0,8.05,"Torber, Mr. Ernst William",0,604,3,0,0,0,364511,1,1
35,,1,26.55,"Homer, Mr. Harry (""Mr E Haven"")",0,605,1,0,0,1,111426,1,1
36,,0,15.55,"Lindell, Mr. Edvard Bengtsson",0,606,3,0,1,0,349910,2,1
30,,0,7.8958,"Karaic, Mr. Milan",0,607,3,0,0,0,349246,1,1
27,,0,30.5,"Daniel, Mr. Robert Williams",0,608,1,0,0,1,113804,1,1
22,,1,41.5792,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",2,609,2,1,1,1,SC/Paris 2123,4,3
40,C125,0,153.4625,"Shutes, Miss. Elizabeth W",0,610,1,1,0,1,PC 17582,1,2
39,,0,31.275,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",5,611,3,1,1,0,347082,7,3
32.25215146,,0,7.05,"Jardin, Mr. Jose Neto",0,612,3,0,0,0,SOTON/O.Q. 3101305,1,1
21.7742381,,2,15.5,"Murphy, Miss. Margaret Jane",0,613,3,1,1,1,367230,2,2
32.25215146,,2,7.75,"Horgan, Mr. John",0,614,3,0,0,0,370377,1,1
35,,0,8.05,"Brocklebank, Mr. William Alfred",0,615,3,0,0,0,364512,1,1
24,,0,65,"Herman, Miss. Alice",2,616,2,1,1,1,220845,4,2
34,,0,14.4,"Danbom, Mr. Ernst Gilbert",1,617,3,0,1,0,347080,3,1
26,,0,16.1,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",0,618,3,1,1,0,A/5. 3336,2,3
4,F4,0,39,"Becker, Miss. Marion Louise",1,619,2,1,2,1,230136,4,2
26,,0,10.5,"Gavey, Mr. Lawrence",0,620,2,0,0,0,31028,1,1
27,,1,14.4542,"Yasbeck, Mr. Antoni",0,621,3,0,1,0,2659,2,1
42,D19,0,52.5542,"Kimball, Mr. Edwin Nelson Jr",0,622,1,0,1,1,11753,2,1
20,,1,15.7417,"Nakid, Mr. Sahid",1,623,3,0,1,1,2653,3,1
21,,0,7.8542,"Hansen, Mr. Henry Damsgaard",0,624,3,0,0,0,350029,1,1
21,,0,16.1,"Bowen, Mr. David John ""Dai""",0,625,3,0,0,0,54636,1,1
61,D50,0,32.3208,"Sutton, Mr. Frederick",0,626,1,0,0,0,36963,1,1
57,,2,12.35,"Kirkland, Rev. Charles Leonard",0,627,2,0,0,0,219533,1,6
21,D9,0,77.9583,"Longley, Miss. Gretchen Fiske",0,628,1,1,0,1,13502,1,2
26,,0,7.8958,"Bostandyeff, Mr. Guentcho",0,629,3,0,0,0,349224,1,1
32.25215146,,2,7.7333,"O'Connell, Mr. Patrick D",0,630,3,0,0,0,334912,1,1
80,A23,0,30,"Barkworth, Mr. Algernon Henry Wilson",0,631,1,0,0,1,27042,1,1
51,,0,7.0542,"Lundahl, Mr. Johan Svensson",0,632,3,0,0,0,347743,1,1
32,B50,1,30.5,"Stahelin-Maeglin, Dr. Max",0,633,1,0,0,1,13214,1,5
32.25215146,,0,0,"Parr, Mr. William Henry Marsh",0,634,1,0,0,0,112052,1,1
9,,0,27.9,"Skoog, Miss. Mabel",2,635,3,1,3,0,347088,6,2
28,,0,13,"Davis, Miss. Mary",0,636,2,1,0,1,237668,1,2
32,,0,7.925,"Leinonen, Mr. Antti Gustaf",0,637,3,0,0,0,STON/O 2. 3101292,1,1
31,,0,26.25,"Collyer, Mr. Harvey",1,638,2,0,1,0,C.A. 31921,3,1
41,,0,39.6875,"Panula, Mrs. Juha (Maria Emilia Ojala)",5,639,3,1,0,0,3101295,6,3
32.25215146,,0,16.1,"Thorneycroft, Mr. Percival",0,640,3,0,1,0,376564,2,1
20,,0,7.8542,"Jensen, Mr. Hans Peder",0,641,3,0,0,0,350050,1,1
24,B35,1,69.3,"Sagesser, Mlle. Emma",0,642,1,1,0,1,PC 17477,1,10
2,,0,27.9,"Skoog, Miss. Margit Elizabeth",2,643,3,1,3,0,347088,6,2
32.25215146,,0,56.4958,"Foo, Mr. Choong",0,644,3,0,0,1,1601,1,1
0.75,,1,19.2583,"Baclini, Miss. Eugenie",1,645,3,1,2,1,2666,4,2
48,D33,1,76.7292,"Harper, Mr. Henry Sleeper",0,646,1,0,1,1,PC 17572,2,1
19,,0,7.8958,"Cor, Mr. Liudevit",0,647,3,0,0,0,349231,1,1
56,A26,1,35.5,"Simonius-Blumer, Col. Oberst Alfons",0,648,1,0,0,1,13213,1,8
32.25215146,,0,7.55,"Willey, Mr. Edward",0,649,3,0,0,0,S.O./P.P. 751,1,1
23,,0,7.55,"Stanley, Miss. Amy Zillah Elsie",0,650,3,1,0,1,CA. 2314,1,2
32.25215146,,0,7.8958,"Mitkoff, Mr. Mito",0,651,3,0,0,0,349221,1,1
18,,0,23,"Doling, Miss. Elsie",1,652,2,1,0,1,231919,2,2
21,,0,8.4333,"Kalvik, Mr. Johannes Halvorsen",0,653,3,0,0,0,8475,1,1
21.7742381,,2,7.8292,"O'Leary, Miss. Hanora ""Norah""",0,654,3,1,0,1,330919,1,2
18,,2,6.75,"Hegarty, Miss. Hanora ""Nora""",0,655,3,1,0,0,365226,1,2
24,,0,73.5,"Hickman, Mr. Leonard Mark",0,656,2,0,2,0,S.O.C. 14879,3,1
32.25215146,,0,7.8958,"Radeff, Mr. Alexander",0,657,3,0,0,0,349223,1,1
32,,2,15.5,"Bourke, Mrs. John (Catherine)",1,658,3,1,1,0,364849,3,3
23,,0,13,"Eitemiller, Mr. George Floyd",0,659,2,0,0,0,29751,1,1
58,D48,1,113.275,"Newell, Mr. Arthur Webster",2,660,1,0,0,0,35273,3,1
50,,0,133.65,"Frauenthal, Dr. Henry William",0,661,1,0,2,1,PC 17611,3,5
40,,1,7.225,"Badt, Mr. Mohamed",0,662,3,0,0,0,2623,1,1
47,E58,0,25.5875,"Colley, Mr. Edward Pomeroy",0,663,1,0,0,0,5727,1,1
36,,0,7.4958,"Coleff, Mr. Peju",0,664,3,0,0,0,349210,1,1
20,,0,7.925,"Lindqvist, Mr. Eino William",0,665,3,0,1,1,STON/O 2. 3101285,2,1
32,,0,73.5,"Hickman, Mr. Lewis",0,666,2,0,2,0,S.O.C. 14879,3,1
25,,0,13,"Butler, Mr. Reginald Fenton",0,667,2,0,0,0,234686,1,1
32.25215146,,0,7.775,"Rommetvedt, Mr. Knud Paust",0,668,3,0,0,0,312993,1,1
43,,0,8.05,"Cook, Mr. Jacob",0,669,3,0,0,0,A/5 3536,1,1
36.99411765,C126,0,52,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",0,670,1,1,1,1,19996,2,3
40,,0,39,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,671,2,1,1,1,29750,3,3
31,B71,0,52,"Davidson, Mr. Thornton",0,672,1,0,1,0,F.C. 12750,2,1
70,,0,10.5,"Mitchell, Mr. Henry Michael",0,673,2,0,0,0,C.A. 24580,1,1
31,,0,13,"Wilhelms, Mr. Charles",0,674,2,0,0,1,244270,1,1
32.25215146,,0,0,"Watson, Mr. Ennis Hastings",0,675,2,0,0,0,239856,1,1
18,,0,7.775,"Edvardsson, Mr. Gustaf Hjalmar",0,676,3,0,0,0,349912,1,1
24.5,,0,8.05,"Sawyer, Mr. Frederick Charles",0,677,3,0,0,0,342826,1,1
18,,0,9.8417,"Turja, Miss. Anna Sofia",0,678,3,1,0,1,4138,1,2
43,,0,46.9,"Goodwin, Mrs. Frederick (Augusta Tyler)",6,679,3,1,1,0,CA 2144,8,3
36,B51 B53 B55,1,512.3292,"Cardeza, Mr. Thomas Drake Martinez",1,680,1,0,0,1,PC 17755,2,1
21.7742381,,2,8.1375,"Peters, Miss. Katie",0,681,3,1,0,0,330935,1,2
27,D49,1,76.7292,"Hassab, Mr. Hammad",0,682,1,0,0,1,PC 17572,1,1
20,,0,9.225,"Olsvigen, Mr. Thor Anderson",0,683,3,0,0,0,6563,1,1
14,,0,46.9,"Goodwin, Mr. Charles Edward",2,684,3,0,5,0,CA 2144,8,1
60,,0,39,"Brown, Mr. Thomas William Solomon",1,685,2,0,1,0,29750,3,1
25,,1,41.5792,"Laroche, Mr. Joseph Philippe Lemercier",2,686,2,0,1,0,SC/Paris 2123,4,1
14,,0,39.6875,"Panula, Mr. Jaako Arnold",1,687,3,0,4,0,3101295,6,1
19,,0,10.1708,"Dakic, Mr. Branko",0,688,3,0,0,0,349228,1,1
18,,0,7.7958,"Fischer, Mr. Eberhard Thelander",0,689,3,0,0,0,350036,1,1
15,B5,0,211.3375,"Madill, Miss. Georgette Alexandra",1,690,1,1,0,1,24160,2,2
31,B20,0,57,"Dick, Mr. Albert Adrian",0,691,1,0,1,1,17474,2,1
4,,1,13.4167,"Karun, Miss. Manca",1,692,3,1,0,1,349256,2,2
32.25215146,,0,56.4958,"Lam, Mr. Ali",0,693,3,0,0,1,1601,1,1
25,,1,7.225,"Saad, Mr. Khalil",0,694,3,0,0,0,2672,1,1
60,,0,26.55,"Weir, Col. John",0,695,1,0,0,0,113800,1,8
52,,0,13.5,"Chapman, Mr. Charles Henry",0,696,2,0,0,0,248731,1,1
44,,0,8.05,"Kelly, Mr. James",0,697,3,0,0,0,363592,1,1
21.7742381,,2,7.7333,"Mullens, Miss. Katherine ""Katie""",0,698,3,1,0,1,35852,1,2
49,C68,1,110.8833,"Thayer, Mr. John Borland",1,699,1,0,1,0,17421,3,1
42,F G63,0,7.65,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,700,3,0,0,0,348121,1,1
18,C62 C64,1,227.525,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",0,701,1,1,1,1,PC 17757,2,3
35,E24,0,26.2875,"Silverthorne, Mr. Spencer Victor",0,702,1,0,0,1,PC 17475,1,1
18,,1,14.4542,"Barbara, Miss. Saiide",1,703,3,1,0,0,2691,2,2
25,,2,7.7417,"Gallagher, Mr. Martin",0,704,3,0,0,0,36864,1,1
26,,0,7.8542,"Hansen, Mr. Henrik Juul",0,705,3,0,1,0,350025,2,1
39,,0,26,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,706,2,0,0,0,250655,1,1
45,,0,13.5,"Kelly, Mrs. Florence ""Fannie""",0,707,2,1,0,1,223596,1,3
42,E24,0,26.2875,"Calderhead, Mr. Edward Pennington",0,708,1,0,0,1,PC 17476,1,1
22,,0,151.55,"Cleaver, Miss. Alice",0,709,1,1,0,1,113781,1,2
5.482641509,,1,15.2458,"Moubarek, Master. Halim Gonios (""William George"")",1,710,3,0,1,1,2661,3,4
24,C90,1,49.5042,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",0,711,1,1,0,1,PC 17482,1,10
32.25215146,C124,0,26.55,"Klaber, Mr. Herman",0,712,1,0,0,0,113028,1,1
48,C126,0,52,"Taylor, Mr. Elmer Zebley",0,713,1,0,1,1,19996,2,1
29,,0,9.4833,"Larsson, Mr. August Viktor",0,714,3,0,0,0,7545,1,1
52,,0,13,"Greenberg, Mr. Samuel",0,715,2,0,0,0,250647,1,1
19,F G73,0,7.65,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,716,3,0,0,0,348124,1,1
38,C45,1,227.525,"Endres, Miss. Caroline Louise",0,717,1,1,0,1,PC 17757,1,2
27,E101,0,10.5,"Troutt, Miss. Edwina Celia ""Winnie""",0,718,2,1,0,1,34218,1,2
32.25215146,,2,15.5,"McEvoy, Mr. Michael",0,719,3,0,0,0,36568,1,1
33,,0,7.775,"Johnson, Mr. Malkolm Joackim",0,720,3,0,0,0,347062,1,1
6,,0,33,"Harper, Miss. Annie Jessie ""Nina""",1,721,2,1,0,1,248727,2,2
17,,0,7.0542,"Jensen, Mr. Svend Lauritz",0,722,3,0,1,0,350048,2,1
34,,0,13,"Gillespie, Mr. William Henry",0,723,2,0,0,0,12233,1,1
50,,0,13,"Hodges, Mr. Henry Price",0,724,2,0,0,0,250643,1,1
27,E8,0,53.1,"Chambers, Mr. Norman Campbell",0,725,1,0,1,1,113806,2,1
20,,0,8.6625,"Oreskovic, Mr. Luka",0,726,3,0,0,0,315094,1,1
30,,0,21,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",0,727,2,1,3,1,31027,4,3
21.7742381,,2,7.7375,"Mannion, Miss. Margareth",0,728,3,1,0,1,36866,1,2
25,,0,26,"Bryhl, Mr. Kurt Arnold Gottfrid",0,729,2,0,1,0,236853,2,1
25,,0,7.925,"Ilmakangas, Miss. Pieta Sofia",0,730,3,1,1,0,STON/O2. 3101271,2,2
29,B5,0,211.3375,"Allen, Miss. Elisabeth Walton",0,731,1,1,0,1,24160,1,2
11,,1,18.7875,"Hassan, Mr. Houssein G N",0,732,3,0,0,0,2699,1,1
32.25215146,,0,0,"Knight, Mr. Robert J",0,733,2,0,0,0,239855,1,1
23,,0,13,"Berriman, Mr. William John",0,734,2,0,0,0,28425,1,1
23,,0,13,"Troupiansky, Mr. Moses Aaron",0,735,2,0,0,0,233639,1,1
28.5,,0,16.1,"Williams, Mr. Leslie",0,736,3,0,0,0,54636,1,1
48,,0,34.375,"Ford, Mrs. Edward (Margaret Ann Watson)",3,737,3,1,1,0,W./C. 6608,5,3
35,B101,1,512.3292,"Lesurer, Mr. Gustave J",0,738,1,0,0,1,PC 17755,1,1
32.25215146,,0,7.8958,"Ivanoff, Mr. Kanio",0,739,3,0,0,0,349201,1,1
32.25215146,,0,7.8958,"Nankoff, Mr. Minko",0,740,3,0,0,0,349218,1,1
32.25215146,D45,0,30,"Hawksford, Mr. Walter James",0,741,1,0,0,1,16988,1,1
36,C46,0,78.85,"Cavendish, Mr. Tyrell William",0,742,1,0,1,0,19877,2,1
21,B57 B59 B63 B66,1,262.375,"Ryerson, Miss. Susan Parker ""Suzette""",2,743,1,1,2,1,PC 17608,5,2
24,,0,16.1,"McNamee, Mr. Neal",0,744,3,0,1,0,376566,2,1
31,,0,7.925,"Stranden, Mr. Juho",0,745,3,0,0,1,STON/O 2. 3101288,1,1
70,B22,0,71,"Crosby, Capt. Edward Gifford",1,746,1,0,1,0,WE/P 5735,3,7
16,,0,20.25,"Abbott, Mr. Rossmore Edward",1,747,3,0,1,0,C.A. 2673,3,1
30,,0,13,"Sinkkonen, Miss. Anna",0,748,2,1,0,1,250648,1,2
19,D30,0,53.1,"Marvin, Mr. Daniel Warner",0,749,1,0,1,0,113773,2,1
31,,2,7.75,"Connaghton, Mr. Michael",0,750,3,0,0,0,335097,1,1
4,,0,23,"Wells, Miss. Joan",1,751,2,1,1,1,29103,3,2
6,E121,0,12.475,"Moor, Master. Meier",1,752,3,0,0,1,392096,2,4
33,,0,9.5,"Vande Velde, Mr. Johannes Joseph",0,753,3,0,0,0,345780,1,1
23,,0,7.8958,"Jonkoff, Mr. Lalio",0,754,3,0,0,0,349204,1,1
48,,0,65,"Herman, Mrs. Samuel (Jane Laver)",2,755,2,1,1,1,220845,4,3
0.67,,0,14.5,"Hamalainen, Master. Viljo",1,756,2,0,1,1,250649,3,4
28,,0,7.7958,"Carlsson, Mr. August Sigfrid",0,757,3,0,0,0,350042,1,1
18,,0,11.5,"Bailey, Mr. Percy Andrew",0,758,2,0,0,0,29108,1,1
34,,0,8.05,"Theobald, Mr. Thomas Leonard",0,759,3,0,0,0,363294,1,1
33,B77,0,86.5,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",0,760,1,1,0,1,110152,1,9
32.25215146,,0,14.5,"Garfirth, Mr. John",0,761,3,0,0,0,358585,1,1
41,,0,7.125,"Nirva, Mr. Iisakki Antino Aijo",0,762,3,0,0,0,SOTON/O2 3101272,1,1
20,,1,7.2292,"Barah, Mr. Hanna Assi",0,763,3,0,0,1,2663,1,1
36,B96 B98,0,120,"Carter, Mrs. William Ernest (Lucile Polk)",2,764,1,1,1,1,113760,4,3
16,,0,7.775,"Eklund, Mr. Hans Linus",0,765,3,0,0,0,347074,1,1
51,D11,0,77.9583,"Hogeboom, Mrs. John C (Anna Andrews)",0,766,1,1,1,1,13502,2,3
43.57142857,,1,39.6,"Brewe, Dr. Arthur Jackson",0,767,1,0,0,0,112379,1,5
30.5,,2,7.75,"Mangan, Miss. Mary",0,768,3,1,0,0,364850,1,2
32.25215146,,2,24.15,"Moran, Mr. Daniel J",0,769,3,0,1,0,371110,2,1
32,,0,8.3625,"Gronnestad, Mr. Daniel Danielsen",0,770,3,0,0,0,8471,1,1
24,,0,9.5,"Lievens, Mr. Rene Aime",0,771,3,0,0,0,345781,1,1
48,,0,7.8542,"Jensen, Mr. Niels Peder",0,772,3,0,0,0,350047,1,1
57,E77,0,10.5,"Mack, Mrs. (Mary)",0,773,2,1,0,0,S.O./P.P. 3,1,3
32.25215146,,1,7.225,"Elias, Mr. Dibo",0,774,3,0,0,0,2674,1,1
54,,0,23,"Hocking, Mrs. Elizabeth (Eliza Needs)",3,775,2,1,1,1,29105,5,3
18,,0,7.75,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,776,3,0,0,0,347078,1,1
32.25215146,F38,2,7.75,"Tobin, Mr. Roger",0,777,3,0,0,0,383121,1,1
5,,0,12.475,"Emanuel, Miss. Virginia Ethel",0,778,3,1,0,1,364516,1,2
32.25215146,,2,7.7375,"Kilgannon, Mr. Thomas J",0,779,3,0,0,0,36865,1,1
43,B3,0,211.3375,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,780,1,1,0,1,24160,2,3
13,,1,7.2292,"Ayoub, Miss. Banoura",0,781,3,1,0,1,2687,1,2
17,B20,0,57,"Dick, Mrs. Albert Adrian (Vera Gillespie)",0,782,1,1,1,1,17474,2,3
29,D6,0,30,"Long, Mr. Milton Clyde",0,783,1,0,0,0,113501,1,1
32.25215146,,0,23.45,"Johnston, Mr. Andrew G",2,784,3,0,1,0,W./C. 6607,4,1
25,,0,7.05,"Ali, Mr. William",0,785,3,0,0,0,SOTON/O.Q. 3101312,1,1
25,,0,7.25,"Harmer, Mr. Abraham (David Lishin)",0,786,3,0,0,0,374887,1,1
18,,0,7.4958,"Sjoblom, Miss. Anna Sofia",0,787,3,1,0,1,3101265,1,2
8,,2,29.125,"Rice, Master. George Hugh",1,788,3,0,4,0,382652,6,4
1,,0,20.575,"Dean, Master. Bertram Vere",2,789,3,0,1,1,C.A. 2315,4,4
46,B82 B84,1,79.2,"Guggenheim, Mr. Benjamin",0,790,1,0,0,0,PC 17593,1,1
32.25215146,,2,7.75,"Keane, Mr. Andrew ""Andy""",0,791,3,0,0,0,12460,1,1
16,,0,26,"Gaskell, Mr. Alfred",0,792,2,0,0,0,239865,1,1
21.7742381,,0,69.55,"Sage, Miss. Stella Anna",2,793,3,1,8,0,CA. 2343,11,2
32.25215146,,1,30.6958,"Hoyt, Mr. William Fisher",0,794,1,0,0,0,PC 17600,1,1
25,,0,7.8958,"Dantcheff, Mr. Ristiu",0,795,3,0,0,0,349203,1,1
39,,0,13,"Otter, Mr. Richard",0,796,2,0,0,0,28213,1,1
49,D17,0,25.9292,"Leader, Dr. Alice (Farnham)",0,797,1,1,0,1,17465,1,5
31,,0,8.6833,"Osman, Mrs. Mara",0,798,3,1,0,1,349244,1,3
30,,1,7.2292,"Ibrahim Shawah, Mr. Yousseff",0,799,3,0,0,0,2685,1,1
30,,0,24.15,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",1,800,3,1,1,0,345773,3,3
34,,0,13,"Ponesell, Mr. Martin",0,801,2,0,0,0,250647,1,1
31,,0,26.25,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,802,2,1,1,1,C.A. 31921,3,3
11,B96 B98,0,120,"Carter, Master. William Thornton II",2,803,1,0,1,1,113760,4,4
0.42,,1,8.5167,"Thomas, Master. Assad Alexander",1,804,3,0,0,1,2625,2,4
27,,0,6.975,"Hedman, Mr. Oskar Arvid",0,805,3,0,0,1,347089,1,1
31,,0,7.775,"Johansson, Mr. Karl Johan",0,806,3,0,0,0,347063,1,1
39,A36,0,0,"Andrews, Mr. Thomas Jr",0,807,1,0,0,0,112050,1,1
18,,0,7.775,"Pettersson, Miss. Ellen Natalia",0,808,3,1,0,0,347087,1,2
39,,0,13,"Meyer, Mr. August",0,809,2,0,0,0,248723,1,1
33,E8,0,53.1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",0,810,1,1,1,1,113806,2,3
26,,0,7.8875,"Alexander, Mr. William",0,811,3,0,0,0,3474,1,1
39,,0,24.15,"Lester, Mr. James",0,812,3,0,0,0,A/4 48871,1,1
35,,0,10.5,"Slemen, Mr. Richard James",0,813,2,0,0,0,28206,1,1
6,,0,31.275,"Andersson, Miss. Ebba Iris Alfrida",2,814,3,1,4,0,347082,7,2
30.5,,0,8.05,"Tomlin, Mr. Ernest Portage",0,815,3,0,0,0,364499,1,1
32.25215146,B102,0,0,"Fry, Mr. Richard",0,816,1,0,0,0,112058,1,1
23,,0,7.925,"Heininen, Miss. Wendla Maria",0,817,3,1,0,0,STON/O2. 3101290,1,2
31,,1,37.0042,"Mallet, Mr. Albert",1,818,2,0,1,0,S.C./PARIS 2079,3,1
43,,0,6.45,"Holm, Mr. John Fredrik Alexander",0,819,3,0,0,0,C 7075,1,1
10,,0,27.9,"Skoog, Master. Karl Thorsten",2,820,3,0,3,0,347088,6,4
52,B69,0,93.5,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,821,1,1,1,1,12749,3,3
27,,0,8.6625,"Lulic, Mr. Nikola",0,822,3,0,0,1,315098,1,1
38,,0,0,"Reuchlin, Jonkheer. John George",0,823,1,0,0,0,19972,1,9
27,E121,0,12.475,"Moor, Mrs. (Beila)",1,824,3,1,0,1,392096,2,3
2,,0,39.6875,"Panula, Master. Urho Abraham",1,825,3,0,4,0,3101295,6,4
32.25215146,,2,6.95,"Flynn, Mr. John",0,826,3,0,0,0,368323,1,1
32.25215146,,0,56.4958,"Lam, Mr. Len",0,827,3,0,0,0,1601,1,1
1,,1,37.0042,"Mallet, Master. Andre",2,828,2,0,0,1,S.C./PARIS 2079,3,4
32.25215146,,2,7.75,"McCormack, Mr. Thomas Joseph",0,829,3,0,0,1,367228,1,1
62,B28,0,80,"Stone, Mrs. George Nelson (Martha Evelyn)",0,830,1,1,0,1,113572,1,3
15,,1,14.4542,"Yasbeck, Mrs. Antoni (Selini Alexander)",0,831,3,1,1,1,2659,2,3
0.83,,0,18.75,"Richards, Master. George Sibley",1,832,2,0,1,1,29106,3,4
32.25215146,,1,7.2292,"Saad, Mr. Amin",0,833,3,0,0,0,2671,1,1
23,,0,7.8542,"Augustsson, Mr. Albert",0,834,3,0,0,0,347468,1,1
18,,0,8.3,"Allum, Mr. Owen George",0,835,3,0,0,0,2223,1,1
39,E49,1,83.1583,"Compton, Miss. Sara Rebecca",1,836,1,1,1,1,PC 17756,3,2
21,,0,8.6625,"Pasic, Mr. Jakob",0,837,3,0,0,0,315097,1,1
32.25215146,,0,8.05,"Sirota, Mr. Maurice",0,838,3,0,0,0,392092,1,1
32,,0,56.4958,"Chip, Mr. Chang",0,839,3,0,0,1,1601,1,1
32.25215146,C47,1,29.7,"Marechal, Mr. Pierre",0,840,1,0,0,1,11774,1,1
20,,0,7.925,"Alhomaki, Mr. Ilmari Rudolf",0,841,3,0,0,0,SOTON/O2 3101287,1,1
16,,0,10.5,"Mudd, Mr. Thomas Charles",0,842,2,0,0,0,S.O./P.P. 3,1,1
